fire_id,fire_name,fire_size,STAT_CAUSE_DESCR,latitude,longitude,state_code,disc_clean_date,cont_clean_date,Vegitation
27295,,0.66,Debris Burning,45.54343,-88.041,WI,5/26/2011,5/26/2011,15
27296,,2.2,Missing/Undefined,40.34523064,-109.8973513,UT,5/23/2007,,14
27297,,25,Arson,30.73361315,-88.48612965,MS,2/12/1992,2/12/1992,12
27298,IRONWOOD,1,Equipment Use,37.00388888,-121.9169444,CA,8/25/1993,,0
27299,,7,Missing/Undefined,30.98417,-85.69417002,FL,5/29/2007,,12
27300,FY2001-LEE-042,2.85,Children,31.6358,-84.116,GA,4/24/2001,4/24/2001,12
27301,NWR-20131111-005,5,Miscellaneous,33.680322,-87.120559,AL,11/11/2013,11/12/2013,16
27302,GRASS FIRE FM 205,3,Debris Burning,32.267104,-98.009033,TX,2/7/2011,,12
27303,,2,Debris Burning,31.70810997,-95.58583001,TX,5/3/2006,,12
27304,BUELAH,1,Lightning,35.80222222,-105.4358333,NM,8/3/2000,8/4/2000,15
27305,10385,3,Arson,34.03666667,-94.69983336,OK,8/3/2011,8/3/2011,16
27306,MIDDLE FORK,8,Lightning,44.64555556,-116.3622222,ID,8/17/2006,8/18/2006,15
27307,COOK'S GRADE,5,Debris Burning,46.542057,-116.511362,ID,9/6/2005,9/7/2005,15
27308,FM1770 COUNTY LINE DAY 4,300,Debris Burning,31.981798,-99.713974,TX,9/2/2011,,12
27309,,6.4,Lightning,47.57374289,-117.7624692,WA,9/14/2006,,15
27310,,15,Arson,32.62475999,-80.73073998,SC,4/9/2007,,12
27311,,3,Debris Burning,34.75883997,-79.98559997,SC,11/24/2005,,16
27312,,42,Debris Burning,33.57526,-87.03037,AL,4/13/1996,,16
27313,LIGHTNING2,5,Lightning,27.092,-81.0415,FL,3/29/2001,3/29/2001,12
27314,,13,Debris Burning,46.46976167,-93.94730799,MN,4/18/1993,,9
27315,,1.5,Miscellaneous,31.87061,-93.0012,LA,10/21/2010,,12
27316,CHOLAME,12,Miscellaneous,35.779649,-120.21311,CA,8/16/2015,8/16/2015,15
27317,20173,5,Debris Burning,34.83777778,-95.55027778,OK,7/23/2012,7/23/2012,16
27318,,2.48,Debris Burning,33.01343973,-82.65940425,GA,8/22/2007,,16
27319,,5,Arson,31.2081,-90.5856,MS,2/25/2007,,12
27320,MOONLAKE,4,Debris Burning,46.83333333,-99.08333333,ND,12/3/1999,,15
27321,,1,Debris Burning,44.00033001,-89.02505002,WI,4/27/2003,,15
27322,,1.3,Arson,33.373158,-80.172745,SC,11/27/2010,,16
27323,,1.5,Miscellaneous,43.99211825,-75.64492731,NY,4/26/2007,4/26/2007,9
27324,,1,Equipment Use,37.11382515,-92.421553,MO,8/26/1997,,0
27325,1FKU005531,1,Miscellaneous,36.555,-119.71,CA,5/18/2001,,0
27326,BOWIE,3,Debris Burning,44.175,-85.88333333,MI,4/13/1998,4/13/1998,15
27327,,1,Missing/Undefined,18.350761,-67.213333,PR,1/23/2006,,12
27328,WISEHART,2,Debris Burning,43.991,-103.9479,SD,3/15/2011,,9
27329,,2500,Lightning,31.49313111,-109.6226623,AZ,7/19/1992,7/19/1992,12
27330,RACE,3,Miscellaneous,48.8361,-99.7413,ND,4/14/2002,4/14/2002,15
27331,,11.52,Arson,32.39323293,-84.14205942,GA,2/15/2003,,12
27332,,2.8,Debris Burning,43.36148802,-91.09454681,WI,3/23/2003,,9
27333,3 MILE,29.9,Miscellaneous,47.8752,-118.3808,WA,5/4/2001,5/4/2001,15
27334,,22,Debris Burning,31.2303,-90.2764,MS,10/13/2005,,12
27335,BEAR CREEK,5.2,Missing/Undefined,32.5181,-90.07,MS,12/1/2014,12/1/2014,12
27336,119154-05161-02242015-1114,1,Miscellaneous,38.77833333,-94.05166667,MO,2/24/2015,2/24/2015,0
27337,TRIPLE DEUCES,10,Arson,33.2975,-79.84833333,SC,3/18/2015,,16
27338,13-0360,1,Debris Burning,32.743658,-94.932685,TX,11/13/2013,,12
27339,,60,Lightning,29.33,-81.26,FL,6/23/2000,,12
27340,CR 359,2,Debris Burning,29.579727,-99.542656,TX,7/1/2011,,12
27341,,75,Arson,33.21779171,-90.09346195,MS,3/12/1996,3/12/1996,16
27342,,3,Missing/Undefined,34.19449953,-94.53140268,OK,2/5/1995,2/5/1995,16
27343,,1,Debris Burning,30.7733,-90.2472,LA,2/18/2002,,12
27344,FORTUNE,70,Equipment Use,37.14888888,-120.1369444,CA,7/22/1996,,0
27345,,4,Arson,46.803175,-96.110875,MN,4/25/1999,,15
27346,SAND CREEK ROAD,12,Arson,38.03473383,-82.1294903,WV,11/2/1996,11/2/1996,0
27347,FAIRBANKS (67),3,Arson,30.5327,-85.5893,FL,11/22/2011,11/22/2011,12
27348,,1.1,Debris Burning,31.185064,-85.206395,AL,8/8/2007,8/8/2007,12
27349,,1,Lightning,30.92670345,-89.9407828,LA,11/11/2005,,12
27350,,1,Lightning,45.75,-102.1666667,SD,8/30/1994,8/30/1994,15
27351,,1,Miscellaneous,36.286526,-119.063576,CA,5/4/2015,,0
27352,,2.5,Miscellaneous,40.77465886,-72.93980195,NY,5/18/2004,5/18/2004,15
27353,,2,Railroad,27.52,-81.9,FL,5/19/2000,,12
27354,,2,Equipment Use,32.27408,-101.4753,TX,4/12/2008,,12
27355,CLEAR LAKE,500,Missing/Undefined,39.10421,-112.62529,UT,6/5/1997,6/6/1997,0
27356,WALKER,1,Campfire,31.974775,-95.72113,TX,6/20/2011,,12
27357,,6,Debris Burning,31.0547,-89.8708,MS,12/27/2005,,12
27358,FY2013-JOHNSON-027,1.24,Debris Burning,32.64672222,-82.59555556,GA,11/24/2012,11/24/2012,12
27359,,4,Debris Burning,31.83542,-94.57291,TX,9/2/1993,,12
27360,,1.61,Miscellaneous,43.08574688,-76.18509946,NY,4/15/2005,4/15/2005,9
27361,,2,Debris Burning,31.6131023,-91.14519442,MS,12/11/1992,12/11/1992,12
27362,,2,Arson,32.52,-89.3242,MS,8/23/2000,,12
27363,RIVER,1,Equipment Use,39.195828,-120.915128,CA,8/26/2005,8/26/2005,0
27364,,1.5,Debris Burning,34.0333,-81.7167,SC,11/18/2001,,16
27365,,5,Equipment Use,32.33879998,-102.5911,TX,6/29/2006,,12
27366,FY2002-DEKALB-001,1.29,Campfire,33.7442,-84.055,GA,9/29/2001,9/29/2001,16
27367,,3,Lightning,36.67641667,-77.98022222,VA,7/1/2012,,0
27368,,12,Debris Burning,31.28542002,-94.59374998,TX,1/13/2000,,12
27369,SHELTON,75,Debris Burning,35.875,-82.625,NC,4/8/1998,,15
27370,,1.5,Debris Burning,34.86666,-79.53333,NC,2/11/2009,,16
27371,NELSON,1,Miscellaneous,38.54,-122.7330556,CA,7/20/2003,,0
27372,,8,Arson,48.79058,-119.45942,WA,6/3/2002,,15
27373,,3,Arson,34.0419,-86.9978,AL,10/27/1998,,16
27374,FY2015-SUMTER-024,2.69,Debris Burning,32.02850833,-84.17092778,GA,2/21/2015,2/21/2015,12
27375,FY2015-MONROE-010,5.4,Children,33.06155556,-83.94896111,GA,2/14/2015,2/14/2015,16
27376,,18,Arson,35.26,-85.82,TN,3/12/2005,3/12/2005,15
27377,,3,Debris Burning,45.64495542,-92.89805675,MN,3/28/2015,3/28/2015,15
27378,GOLDEN (28),3.5,Children,27.4261,-81.4793,FL,5/12/2012,5/12/2012,12
27379,,50,Arson,32.76746603,-111.1399388,AZ,8/3/1994,8/4/1994,12
27380,,1,Lightning,30.20556001,-82.35471998,FL,5/25/2006,,12
27381,ALMOND,64,Equipment Use,36.015,-119.205,CA,10/30/1995,,0
27382,,20,Smoking,31.7314,-92.0675,LA,8/4/1998,,12
27383,,1,Miscellaneous,30.4828,-93.4442,LA,7/15/2000,,12
27384,,6.58,Debris Burning,32.25362994,-84.07795033,GA,4/9/2004,,12
27385,LION,3,Lightning,35.18330001,-108.4634,NM,9/5/2000,,15
27386,ANGEL,3,Arson,36.76777778,-84.51777778,KY,11/13/1999,11/13/1999,0
27387,CREEK,168,Miscellaneous,36.687835,-119.179813,CA,9/9/2015,,0
27388,,43,Debris Burning,32.36447122,-89.31161855,MS,2/17/1994,2/17/1994,12
27389,MAVERICK,6,Lightning,45.24722222,-105.7988889,MT,5/8/2004,5/9/2004,9
27390,,65,Arson,33.9158,-85.1467,GA,2/16/1999,,16
27391,,1,Missing/Undefined,32.60833333,-81.19583333,SC,2/9/1996,2/9/1996,12
27392,,25,Arson,36.46832999,-87.59665997,TN,3/18/2006,,0
27393,,3.83,Arson,32.2188,-84.541,GA,2/17/1996,2/17/1996,12
27394,,1,Smoking,39.4375,-75.12917,NJ,4/3/1996,,0
27395,,2.73,Miscellaneous,31.47518949,-83.55779118,GA,12/29/2010,,12
27396,DIAMOND B RANCH,20,Equipment Use,32.55091099,-98.02621243,TX,7/14/2009,,12
27397,,4,Arson,29.68305,-83.36444,FL,3/31/2008,,12
27398,FY2000-LOWNDES-156,1.47,Debris Burning,30.7271,-83.3191,GA,3/14/2000,3/14/2000,12
27399,,7,Campfire,34.28293001,-82.49030997,SC,12/7/2006,,16
27400,MUDDY,3,Debris Burning,43.4639,-101.1963,SD,3/30/1994,3/30/1994,9
27401,,3,Debris Burning,29.95388998,-82.75361002,FL,2/27/2006,,12
27402,,10,Railroad,28.55,-81.1,FL,3/13/1998,,12
27403,,0.6,Miscellaneous,31.691356,-88.219525,AL,10/23/2010,10/23/2010,12
27404,,2,Miscellaneous,30.99225002,-96.66139997,TX,4/30/2006,,12
27405,,4,Railroad,29.53,-82.78,FL,2/19/1993,,12
27406,,3.5,Miscellaneous,36.39948,-81.37318,NC,2/17/2005,,0
27407,BACK VALLEY RD.,9,Debris Burning,37.45016442,-80.62352295,WV,2/27/2004,2/27/2004,0
27408,,5,Miscellaneous,34.87,-94.97,OK,11/21/2002,,16
27409,,1,Arson,31.0192,-87.6236,AL,3/1/1999,,12
27410,,3,Missing/Undefined,34.42023,-78.65829,NC,6/8/2007,,16
27411,R77,1,Debris Burning,47.8833,-95.0336,MN,4/18/1997,4/18/1997,15
27412,,8,Debris Burning,46.38562962,-90.11332598,MI,5/1/2003,,9
27413,,1,Equipment Use,42.130861,-74.790283,NY,4/13/2001,,9
27414,,60,Arson,32.99187273,-89.47063293,MS,3/16/1996,3/16/1996,12
27415,,30,Arson,34.92365588,-89.56377558,MS,4/5/1992,4/5/1992,16
27416,SENATIS MOUNTAIN,3143.6,Lightning,65.3694,-151.1856,AK,7/5/2009,9/16/2009,0
27417,,1.01,Debris Burning,45.91664673,-94.34811492,MN,3/24/2007,,15
27418,KECKS,30,Missing/Undefined,35.2417,-118.6172,CA,5/17/2009,5/17/2009,15
27419,,15,Missing/Undefined,37.23045999,-83.09765002,KY,12/23/2005,,0
27420,SHANK,1,Missing/Undefined,35.3503,-118.4033,CA,6/12/2008,6/12/2008,15
27421,,5,Lightning,33.75779,-80.527283,SC,6/14/2011,6/14/2011,16
27422,JUST HUNG UP,2,Debris Burning,35.00763333,-79.68373333,NC,3/29/2013,3/29/2013,15
27423,GRASS FIRE I-45 SB @ 188,1,Debris Burning,31.569651,-96.142688,TX,7/23/2011,,12
27424,,2,Lightning,44.512091,-73.794699,NY,5/12/1993,,15
27425,15-3381 EARL RUDDER FIRE,1,Equipment Use,30.612431,-96.291604,TX,5/28/2015,,12
27426,,2,Debris Burning,33.599712,-79.749702,SC,3/1/2010,,16
27427,,2.5,Railroad,29.7,-82.88,FL,2/28/1996,,12
27428,,1,Equipment Use,33.84837,-82.150703,SC,9/8/2010,,16
27429,,2.3,Arson,31.2097,-86.7256,AL,3/2/2000,,12
27430,AMANDA,0.75,Missing/Undefined,32.93583297,-103.3244476,NM,4/24/1996,,12
27431,,3,Debris Burning,31.3022,-89.1958,MS,1/5/2006,,12
27432,OT30,10,Smoking,42.1167,-96.367,NE,11/16/1994,11/16/1994,9
27433,,10,Debris Burning,30.30864,-95.21283,TX,2/11/1996,,12
27434,,2,Lightning,31.59044332,-92.58435277,LA,9/22/2005,,12
27435,CR 247,30,Miscellaneous,32.8518993,-100.4658851,TX,7/1/2010,,12
27436,"COUNTY RD 95, AL",90,Arson,30.3950434,-87.5476834,AL,3/2/2011,3/3/2011,12
27437,FY2015-BROOKS-006,0.79,Campfire,30.85313889,-83.664875,GA,11/1/2014,11/1/2014,12
27438,LEADING RIDGE,2,Arson,38.36333333,-79.24666667,VA,4/11/1997,4/12/1997,0
27439,SANDLICK CREEK,60,Debris Burning,38.07613025,-81.69054921,WV,4/10/2012,4/11/2012,0
27440,GRAYSON LA,7,Miscellaneous,38.25365,-82.98913,KY,6/26/2012,,0
27441,,25,Arson,33.769004,-87.293995,AL,9/4/2006,9/4/2006,16
27442,SOUTH 2ND,1,Powerline,31.541755,-97.1087809,TX,3/17/2012,,12
27443,,1,Arson,46.5359,-91.90291,WI,3/26/2007,,15
27444,,1,Arson,39,-86.165,IN,2/24/1992,2/24/1992,0
27445,,1.62,Arson,34.2073,-85.0258,GA,2/3/1995,2/3/1995,16
27446,SPRING21,2.8,Miscellaneous,40.65,-73.85,NY,7/19/1999,7/19/1999,15
27447,,10.3,Debris Burning,30.60778001,-87.04556,FL,6/10/2007,,12
27448,,35,Debris Burning,38.13230189,-91.05764856,MO,3/14/1994,,0
27449,,3,Arson,33.42712,-93.01196,AR,4/30/2012,4/30/2012,16
27450,,5,Debris Burning,33.87243419,-89.63710038,MS,4/1/1994,4/1/1994,16
27451,,1,Campfire,30.81598338,-90.43294135,LA,12/28/2005,,12
27452,,0.8,Equipment Use,41.7877,-74.757,NY,11/4/2015,11/4/2015,15
27453,,104,Arson,26.06389,-81.50667,FL,12/24/2008,,12
27454,,0.81,Children,33.6927,-84.0345,GA,5/12/1993,5/13/1993,16
27455,GRASS FIRE,2,Miscellaneous,31.725247,-99.128265,TX,6/27/2013,,12
27456,36,0.7,Children,45.9722,-89.8888,WI,4/21/1997,4/21/1997,15
27457,,1,Debris Burning,39.115,-121.0230556,CA,6/10/2008,,0
27458,,20,Miscellaneous,33.41393,-98.73102,TX,1/30/2008,,16
27459,,40,Miscellaneous,45.4324588,-93.49849359,MN,3/24/1998,,9
27460,BAR,0.9,Lightning,37.36666667,-119.2836111,CA,7/16/2008,7/17/2008,0
27461,,1.09,Children,33.23476058,-84.09773238,GA,7/5/2007,,16
27462,SENIOR,1,Miscellaneous,34.47138889,-119.195,CA,7/18/2005,7/18/2005,16
27463,LIVINGSTON - 642,1,Lightning,30.65023333,-94.0140333,TX,7/18/2011,7/18/2011,12
27464,,1,Missing/Undefined,33.69166667,-81.72916667,SC,4/16/1994,4/16/1994,16
27465,,35,Arson,30.8431,-89.2961,MS,2/18/2002,,12
27466,,1,Arson,31.45323788,-90.67742573,MS,3/2/1992,3/2/1992,12
27467,,2,Arson,35.3683,-85.4967,TN,10/12/1997,,15
27468,,6,Arson,34.2883,-78.0617,NC,8/1/1995,,16
27469,KAYEM,2,Missing/Undefined,43.45621,-116.12896,ID,7/3/2011,7/3/2011,9
27470,SER-20140121-005,23.5,Miscellaneous,31.710684,-86.172907,AL,1/21/2014,,12
27471,UNNAMED FIRE 1931,1,Miscellaneous,37.706967,-120.433528,CA,7/7/2007,7/7/2007,0
27472,S.S. NORTHSHORE,1,Lightning,28.22,-97.93,TX,7/18/2009,,12
27473,DINNER ISLAND  #3    18,1,Lightning,29.5675,-81.3649,FL,7/22/2011,7/22/2011,12
27474,,0.6,Campfire,38.20974,-102.67647,CO,1/8/1995,,0
27475,,5,Arson,34.8322,-95.1208,OK,3/30/1997,,16
27476,,14.7,Miscellaneous,30.915,-81.5406,GA,8/21/1999,,12
27477,FY2015-POLK-002,6.4,Arson,34.03334444,-85.15081667,GA,8/4/2014,8/5/2014,16
27478,,4.2,Missing/Undefined,40.12467,-104.89553,CO,4/1/1992,,14
27479,BRYANT FIRE,2,Lightning,35.386111,-100.076523,TX,8/14/2012,,15
27480,,0.58,Debris Burning,31.09651243,-81.97808957,GA,12/29/2009,,12
27481,LIVINGSTON - 163,1,Fireworks,31.37973637,-94.72794497,TX,7/4/2009,7/5/2009,12
27482,ALCALOE,1.5,Missing/Undefined,36.1167,-105.9839,NM,7/9/1995,7/9/1995,0
27483,,2.03,Smoking,33.53338977,-82.40113439,GA,1/28/2006,,16
27484,,5,Arson,36.4453,-94.7286,OK,3/8/2001,,0
27485,,1.42,Debris Burning,32.69213532,-81.58430833,GA,3/27/2008,,12
27486,DUCK CREEK,15.5,Lightning,44.77944444,-105.1916667,WY,7/16/2002,7/17/2002,15
27487,STATE,1,Smoking,33.91111111,-116.7980556,CA,5/30/2003,,16
27488,STRAWBERRY,1,Debris Burning,38.80388889,-120.1475,CA,5/18/2002,5/18/2002,0
27489,004 WINDY DAY,1.9,Miscellaneous,31.51888889,-92.43416667,LA,2/23/2012,2/23/2012,12
27490,SAUCY CALF 2,20,Powerline,36.6267,-96.2478,OK,2/24/2006,2/24/2006,0
27491,,25,Arson,33.55,-79.9167,SC,2/16/2002,,16
27492,,4.47,Equipment Use,32.4238,-82.5194,GA,4/11/1995,4/11/1995,12
27493,AERO,1,Equipment Use,36.23111111,-120.3638889,CA,8/3/2000,,0
27494,SLAB,0.8,Miscellaneous,34.2892,-96.7461,OK,3/10/2007,3/10/2007,16
27495,HOLAHTA,100,Debris Burning,35.4598,-96.3864,OK,4/29/1997,4/29/1997,15
27496,,135,Arson,46.09924686,-94.04200274,MN,4/23/1997,,9
27497,,5,Campfire,61.72659,-149.0679,AK,11/20/2002,,0
27498,10203,4,Arson,34.50266666,-94.6778333,OK,3/6/2009,3/6/2009,16
27499,,2,Debris Burning,30.92,-86.02084,FL,2/7/2009,,12
27500,,0.6,Debris Burning,32.8014,-84.0356,GA,8/27/1998,,12
27501,,125,Equipment Use,29.46,-81.97,FL,5/15/1994,,12
27502,,30,Debris Burning,35.55815998,-93.88533002,AR,4/2/2005,,15
27503,STATE FIRE,4.5,Miscellaneous,33.764139,-117.319019,CA,5/22/2000,5/22/2000,16
27504,,2,Debris Burning,38.38033258,-81.22874533,WV,3/25/2008,,0
27505,RL154,1.5,Children,48.0438,-94.908,MN,4/15/2002,4/15/2002,15
27506,,1.83,Debris Burning,32.39,-83.8332,GA,8/23/1997,8/23/1997,12
27507,2012006,1,Debris Burning,34.246291,-102.741137,TX,1/31/2012,,16
27508,HAYFIELD,4,Arson,34.8833,-78.4167,NC,11/24/2000,,16
27509,7700 BOEHNEMANN,10,Debris Burning,30.116951,-96.512613,TX,12/4/2010,,12
27510,,2,Missing/Undefined,33.79166667,-79.94166667,SC,3/17/1994,3/18/1994,16
27511,,20,Debris Burning,30.745,-93.95972,TX,3/23/2008,,12
27512,BUMPY,3,Arson,37.09111111,-120.2288889,CA,7/2/2002,,0
27513,CR 305,1,Debris Burning,30.809594,-97.622532,TX,3/5/2012,,12
27514,,20,Campfire,31.03055997,-97.62527002,TX,4/12/2003,,12
27515,RADAR BALL,9,Debris Burning,43.48517,-116.23173,ID,8/24/1999,8/24/1999,9
27516,WARTHAN,1200,Miscellaneous,36.0833,-120.4677,CA,8/8/1996,8/9/1996,0
27517,,1,Debris Burning,33.89358405,-88.47497165,MS,10/12/1997,10/12/1997,16
27518,,4.1,Miscellaneous,32.866546,-87.531829,AL,3/9/2006,3/9/2006,12
27519,,5,Missing/Undefined,34.16550044,-94.98549637,OK,4/24/1996,4/24/1996,16
27520,MS0    1111-4460507002,1,Missing/Undefined,31.250755,-89.745494,MS,5/7/2011,,12
27521,BEAR BRANC,14,Debris Burning,37.89499,-83.10715,KY,10/24/2012,,0
27522,,20,Debris Burning,33.55269,-95.08428001,TX,3/4/2007,,16
27523,FY2002-CRISP-046,1.25,Debris Burning,31.9271,-83.7336,GA,2/28/2002,2/28/2002,12
27524,,0.75,Miscellaneous,42.97813677,-77.98078369,NY,4/30/2006,4/30/2006,4
27525,BULL RUN,11.4,Missing/Undefined,42.88736,-106.17734,WY,2/29/2012,2/29/2012,4
27526,COPPER,1,Equipment Use,36.88888888,-119.6469444,CA,5/9/2002,,0
27527,,2,Miscellaneous,34.39502999,-102.1285,TX,1/3/2006,,16
27528,,15,Debris Burning,34.150845,-86.455429,AL,2/10/2008,2/10/2008,16
27529,,2,Debris Burning,30.79925979,-89.28846747,MS,3/10/1996,3/10/1996,12
27530,FY2001-WHEELER-045,0.96,Campfire,32.2525,-82.7616,GA,6/26/2001,6/26/2001,12
27531,,4,Arson,34.84138997,-81.66804997,SC,1/6/2003,,16
27532,BUCK CREEK,14,Arson,34.3625,-94.71944444,OK,11/19/1999,11/20/1999,16
27533,MINERSNOSE,10,Lightning,36.4405,-118.60427,CA,8/14/1998,,0
27534,,1.5,Debris Burning,44.2997467,-71.5051296,NH,5/19/2009,,15
27535,BULL CREEK,50,Debris Burning,37.47863707,-81.95547968,WV,5/9/2000,5/10/2000,0
27536,,7,Miscellaneous,32.29792002,-94.98958999,TX,11/18/2002,,12
27537,MC NAMMARA,700,Equipment Use,37.22194444,-120.4788889,CA,7/1/2001,,0
27538,,1,Missing/Undefined,35.29902,-79.19804,NC,4/27/2007,,15
27539,,1,Debris Burning,33.1067,-111.9024,AZ,4/22/1993,4/22/1993,16
27540,,1,Lightning,38.01666998,-78.73049997,VA,6/2/2006,,0
27541,,1,Equipment Use,37.1958,-87.5767,KY,4/20/1999,,0
27542,BON,1,Children,34.3575,-111.2333333,AZ,9/7/2002,9/7/2002,16
27543,BHPL,15,Powerline,43.19179,-103.833,SD,9/18/2000,,9
27544,,1,Debris Burning,35.5783,-78.0617,NC,2/26/1995,,15
27545,,5,Arson,32.17292,-95.59375,TX,12/13/1995,,12
27546,,0.66,Children,33.4871,-84.3422,GA,4/29/1993,4/29/1993,16
27547,R J CORMAN FIRE,1,Arson,37.90658,-85.575,KY,9/27/2010,9/27/2010,0
27548,MOBIL OIL #4,3,Equipment Use,35.94388888,-120.8411111,CA,8/16/1992,,15
27549,,0.7,Missing/Undefined,21.3913937,-157.948288,HI,7/4/2002,,12
27550,,1,Debris Burning,32.31061,-100.3845,TX,1/7/2006,,12
27551,,5,Arson,31.1261,-89.6553,MS,3/22/2006,,12
27552,,3,Debris Burning,35.2717,-81.515,NC,1/20/1992,,15
27553,,1,Miscellaneous,31.12,-100,TX,6/20/2005,,12
27554,,1,Miscellaneous,31.9839,-87.6761,AL,8/27/2000,,12
27555,86 OIL COMPANY FIRE,6,Equipment Use,29.70361111,-97.61916667,TX,1/19/2011,1/20/2011,12
27556,BAILEY & COOPER RD,2,Miscellaneous,34.0242621,-98.4670945,TX,7/4/2013,,16
27557,LEDGE,2,Lightning,34.71972222,-111.7236111,AZ,7/18/2005,7/19/2005,16
27558,,2,Debris Burning,31.9047,-89.3008,MS,2/19/2004,,12
27559,,13,Miscellaneous,46.10125103,-94.21094711,MN,12/8/2011,12/8/2011,9
27560,,81,Miscellaneous,44.3395558,-95.94032687,MN,10/8/2012,10/10/2012,15
27561,,1,Arson,34.055,-78.6917,NC,2/19/1994,,16
27562,CAIN,10,Lightning,34.10499998,-103.6067,NM,5/30/2001,,16
27563,MOLALLARVR,1,Smoking,44.9635,-122.4312,OR,8/31/2005,9/1/2005,15
27564,,2.5,Equipment Use,31.89061408,-81.95637836,GA,4/6/2006,,12
27565,,75,Arson,32.70999998,-80.67111001,SC,3/27/2004,,12
27566,,6,Arson,31.2239,-82.1175,GA,6/25/1998,,12
27567,,1,Miscellaneous,32.37039998,-99.20997002,TX,3/25/2006,,12
27568,FY2015-TWIGGS-028,3.9,Debris Burning,32.64155556,-83.45186111,GA,4/3/2015,4/3/2015,12
27569,,1,Debris Burning,37.3933,-80.45,VA,4/28/2001,,0
27570,LOCAL,4,Miscellaneous,33.91111111,-116.8680556,CA,9/4/2004,,16
27571,,1,Debris Burning,30.70256999,-94.85176001,TX,1/19/2006,,12
27572,,30,Miscellaneous,30.6922,-92.8319,LA,7/30/1998,,12
27573,,0.9,Debris Burning,44.07388207,-89.37772931,WI,5/1/1993,5/1/1993,15
27574,,1.5,Arson,33.8219,-85.455,AL,3/15/1998,,16
27575,,7,Railroad,32.55208,-94.26041,TX,8/27/1998,,12
27576,,8,Arson,34.925,-79.2617,NC,1/2/1995,,16
27577,LEE-ABC COMPLEX,8,Lightning,32.85416667,-87.07916667,AL,7/21/2000,7/21/2000,12
27578,,1,Equipment Use,29.83,-81.64,FL,12/1/1999,,12
27579,,4,Children,33.872929,-80.072548,SC,1/21/2014,1/21/2014,16
27580,USUAL 2,10,Arson,30.27111111,-89.86305556,LA,3/9/2007,3/9/2007,12
27581,,2,Missing/Undefined,34.00416667,-82.275,SC,8/28/1993,8/28/1993,16
27582,700 BINGO,2,Miscellaneous,36.5183,-79.4683,NC,3/12/1996,,0
27583,,3,Missing/Undefined,34.6494,-118.1539,CA,5/26/2011,,16
27584,FLYING M,49,Campfire,38.43111111,-119.0377778,NV,3/11/2007,3/11/2007,0
27585,SEWER,6,Missing/Undefined,34.41194534,-103.1347198,NM,5/16/1998,,16
27586,SPRING THREAT,20,Missing/Undefined,40.3875,-122.1772222,CA,8/21/2012,8/21/2012,14
27587,10098,3,Arson,33.80116666,-94.63400002,OK,2/8/2009,2/9/2009,16
27588,,0.6,Arson,34.5327,-84.2819,GA,3/11/1996,3/11/1996,16
27589,,7,Debris Burning,32.43671,-91.57216,LA,8/28/2010,,12
27590,,18,Arson,31.238,-88.014,AL,12/8/2006,12/8/2006,12
27591,NAN 2,350,Lightning,32.689722,-107.804722,NM,7/23/2011,7/24/2011,12
27592,PHILADELPHIA,1,Debris Burning,35.35,-81.1667,NC,2/25/2002,,15
27593,HOLIDAY BEACH,20,Missing/Undefined,28.164083,-97.000389,TX,4/5/2009,4/5/2009,12
27594,SPEER,96,Arson,34.12916667,-87.31083333,AL,12/4/2006,12/4/2006,16
27595,,1.6,Debris Burning,32.64135555,-83.26221746,GA,3/29/2007,,12
27596,KINGS FERRY,3.5,Miscellaneous,37.5977778,-89.4725,IL,9/24/2010,9/24/2010,0
27597,PECAN PARK RD (16),2,Lightning,30.5168,-81.6245,FL,5/15/2011,5/15/2011,12
27598,,20,Miscellaneous,30.5264,-93.4436,LA,1/17/1997,,12
27599,,5,Debris Burning,32.9372,-86.1033,AL,2/12/2002,,12
27600,BURNT STORE RD 2 (08),118,Lightning,26.7571,-82.0151,FL,6/22/2011,6/22/2011,12
27601,,1,Miscellaneous,32.6878,-88.5031,MS,6/17/2004,,12
27602,,1,Equipment Use,28.72,-82.44,FL,3/14/1994,,12
27603,,2,Lightning,26.88333001,-81.50138998,FL,6/29/2006,,12
27604,,6,Miscellaneous,30.1667,-83.0044,FL,3/8/2001,,12
27605,,4,Arson,32.0528,-92.7997,LA,1/6/2000,,12
27606,BENDER,15,Equipment Use,40.49694444,-122.5888889,CA,10/3/1994,,14
27607,CR 4206 FIRE,0.75,Miscellaneous,33.1608355,-95.9622227,TX,6/16/2010,,16
27608,ECR-20140826-001,3,Miscellaneous,32.756638,-86.690729,AL,8/26/2014,8/26/2014,12
27609,,1,Debris Burning,32.86079002,-95.29851,TX,8/25/2005,,12
27610,,1,Missing/Undefined,43.656424,-115.987232,ID,7/20/2003,,9
27611,,5.5,Arson,45.35596,-87.64474,MI,4/13/2002,4/13/2002,9
27612,,2,Debris Burning,32.07023079,-93.32541195,LA,5/13/2006,,12
27613,,2,Miscellaneous,33.6189,-89.0028,MS,8/21/2000,,16
27614,HENDERSON FIRE,3,Smoking,30.96133742,-96.79941824,TX,7/13/2009,,12
27615,,1.2,Campfire,34.04394427,-83.47857566,GA,2/20/2010,,16
27616,,7,Debris Burning,33.6278,-88.27,MS,3/2/2006,,16
27617,,10,Lightning,27.9917,-80.7128,FL,4/25/2001,,12
27618,,1,Miscellaneous,33.9878,-118.3706,CA,5/23/2011,,16
